День 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.Вход в клуб;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анна: ;Да, мы знакомы. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рэйчел  ;Оооу. ;;;;;;;27.Resepshen8;тот же стат, только Рэйч смотрит на анну ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анна;Ладно, дорогая. Я пойду приму душ. После поговорим. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Чуть не забыла! ;;;;;;;27.Resepshen9;анна роется в сумке ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Это тебе. ;;;;;;;27.Resepshen10;анна вытаскивает фигурку кошки ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рэйчел  ;Ааааа... Боже! Какая прелесть. Анна! Спасибо-спасибо! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Хм.. Она бы тебя так же обнимала, если б ты подарил ей тот браслет."" ";;;;;;;27.Resepshen11;Рэйч принимает фигурку и движение из-за стойки - вот вот выйдет ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анна ;Все-все. Прекрати. Ты знаешь, я не.. ;;;;;;;27.Resepshen12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ооох. В следующий раз буду передавать подарки курьером. ;;;;;;;27.Resepshen13;Рэйч целует Анну в щеку, обнимает за шею. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рэйчел  ;Аааа!! Она прелестная! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рэйчел  ;Да уж. Я рада, что тебе так нравится.;;;;;;;27.Resepshen14;Анна отстраняет от себя Рэйч: за плечи чуть отталкивает. анне неловко, она покраснела и смотрит в пол. Рэйч просто радуется ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Хм.. Как интересно. Анне неловко от чьей-то искренности."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Ее смущает то, как Рэйч рада и проявляет по отношению к ней свои чувства."" ";;;;;;;27.Resepshen15;Анна уходит, Рэйч смотрит ей вслед, прижимает фигурку к груди ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Теперь я понимаю, почему ты считаешь ее такой ээм.. отличающейся. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рэйчел  ;Она на тебя сердится. ;;;;;;;27.Resepshen16;тот же стат, только гг подходит к Рэйч, пока та смотрит как уходит анна ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Да, я, знаешь ли, заметил.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Можно я оставлю эти пакеты у тебя за стойкой? Том заберет. ;;;;;;;27.Resepshen17;Рэйч и гг смотрят на пакеты ,которые гг держит ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рэйчел  ;А что это? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Ты лучше у Тома спроси. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рэйчел  ;Ладно, оставляй.;;;;;;;27.Resepshen18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1. Изучить стенд.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2. Открывание карты ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;гг закидывает за стойку пакеты ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Открыть карту;;;;;;Журнал пнг;Extra;Общий плани зала, но пустой (если гг не збрал журнал) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1. Массажный кабинет (если игрок его не посещал ранее);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2. Тренажерный зал ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3. Уборная ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4. Ресепшн;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5. Тренерская;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28. Уборная;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Чего тебя сюда так тянет?"" ";;;;;;музыка: wcBgm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Скоро подумают, что у тебя недержание."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Интерактив: Протыкать точки интереса. Выбор без последствий ;;;;;;;;RestroomZin3;Журнал коллектобс;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;Restroom;Общий план уборной. Тут на локации должен быть журнал;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1. Раковина ;;;;;;;Panty;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2. Предмет в углу уборной ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3. Кабинка ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1. ;;;;;;Звук:  handWash;Restroom1;ГГ умывается. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Давай, сейчас самое время для аффирмации."" ";;;;;;;Restroom2;ГГ смотрит на себя в зеркало ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Я - Адам Райс - архитектор своей жизни. Повелитель своей реальности."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Прекрати. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;технический вопрос - а можно сделать статик самопереключающимся на гг? автоматически. т.е. показать на секунду.и сменить .;;;;;;;Restroom3;Вместо гг в отражении на гг смотрит эмма в маске. Важно - фон ее темный. будто она из портала смотрит на гг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Черт! ;;;;;;;Restroom4;ГГ смотрит на себя в зеркало испугано ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Что это было? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Очень похоже на то, что было во сне. Умойся-ка еще разок."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;Restroom1;ГГ умывается. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2. ;;;;;;;Restroom5;Трусы за пуфиком - мб закинуть куда-то за пуфик, который возле раковины. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Знаешь, что странно?"" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Не трогай, сначала сфотографируй. На всякий случай."" ";;;;;;"QTE на ПКМ

Звук: phone_photo";Photo;Фоткать ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Так что странно? ;;;;;;;Restroom6;гг берет трусики в руку ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"""Особенность многих фетишей в том, что они вызывают интенсивные эмоции."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""И как следствие физические реакции.""";;;;;;Звук: backpack;Restroom7;гг убирает трусики. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Тост: Вы нашли бельё Рэйчел;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Странно то, что наш воришка расстается с трусиками."" ";;;;;;;Restroom8;у гг напряженный взгляд, хмурится ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Или это дополнительное удовольствие при мысли, что кто-то найдет это.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Зачем ты все это мне рассказываешь? ;;;;;;;Restroom9;гг закатывает глаза ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Потому что, поняв особенность мышления воришки, мы сможем  его вычислить."" ";;;;;;;Restroom10;у гг напряженный взгляд, хмурится ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3. ;;;;;;;Restroom11;под дверью кабинки видно чьи-то ноги. гг наклоняется,чтоб посмотреть ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""После такого действия обычно следует жесткий секс в этой же кабинке."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;Restroom12;ГГ напряженно выпрямляется. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Ничего подобного.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мужской голос;Вы мне? ;;;;;;;Restroom13;гг удивленно вытаращился на дверь ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Хахаха."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Нет, я просто.. мысли вслух. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мужской голос;Я тоже иногда сам с собой здесь разговариваю. ;;;;;;;Restroom14;гг чуть от двери отшатнулся;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Вот ты и нашел себе друга."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мужской голос;Что с тобой не так? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;В смысле? ;;;;;;;Restroom15;гг чешет затылок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мужской голос;Не знаю, просто кажется, что с тобой что-то не так. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Я пойду, пожалуй. У меня еще тренировки и все такое. ;;;;;;;Restroom16;гг, глядит на кабинку, указывает рукой на выход ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мужской голос;Ладно. Хорошего дня. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Да. Спасибо. И вам. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Жуть какая."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Открыть карту;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1. Массажный кабинет (если игрок его не посещал ранее);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2. Тренажерный зал ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3. Уборная ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4. Ресепшн;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5. Тренерская;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29. Тренерская;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Примечание: нужны предметы. блокнот с котиками и открыткой, на которой будет эйфелева башня. сижки, косметичка, протеиновые батончики, напитки тельмы, боксерские перчатки, телефон с заставкой башни такой же. ;;;;;;Музыка: coaching ;CoachingZin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""А здесь уютно."" ";;;;;;;Coaching1;гг проходит в тренерскую. Общий план тренерской. Тут на локации должен быть журнал                                         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Я ожидал увидеть что-то более скромное.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Ты совсем ко мне не прислушиваешься."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Я же говорил, внимательно смотри на Тельму. Она очевидно любит роскошь.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Интерактив: Протыкать точки интереса. Выбор без последствий ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1. Столик ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2. Стенд с кубками ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3. Шкафчики ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4. Любое место на усмотрение художника ИЛИ - фотка Тельмы на стене. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Тут кто-нибудь убирает вообще? ;;;;;;;Coaching2;"на столике лежит блокнот с котиками внутри него открытка; косметичка с сижками и косметикой и ""крепкий батончик Тома"" (он тоже в косметичке) ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Им разрешают разводить такой беспорядок? Странно. """;;;;;;;Coaching6;гг садится на край дивана, рассматривает предметы. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Интерактив: Протыкать точки интереса. Выбор без последствий ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1a. Блокнот ;;;;;;;Coaching2;"на столике лежит блокнот с котиками внутри него открытка; косметичка с сижками и косметикой и ""крепкий батончик Тома"" (он тоже в косметичке) ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2b. Косметичка;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"1a. ""Неуемное любопытство."" ";;;;;;;Coaching7;ГГ берет блокнот ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Давай сыграем в игру - чье это?"" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Нечего тут угадывать. ;;;;;;;Coaching8;гг раскрывает блокнот на странице, где лежит открытка ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;О. Красиво. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""За ней кто-то ухаживает."" ";;;;;;;Coaching9;ГГ переворачивает ее. на обороте написано: tu me manques. S. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Может они просто друзья. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Ты все еще хочешь приударить за ней, да?"" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Лучше просто проведи весело время. И не усложняй всем жизнь."" ";;;;;;;Coaching10;гг слушает Сознание, пытается сосредоточиться на чтении - закрывает глаза, повернув голову в сторону ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Тем более рано или поздно тебе придется сказать, что я есть в твоей голове."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Уверен, Рэйчел  поймет. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""И как ты меня представишь?"" ";;;;;;;Coaching11;гг хмурится, открыл глаза, листает блокнот ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Нематериальный брат близнец? Шизофрения? Голос автора?"" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Здесь написано, про партии напитков, про сотрудников. Видимо, это какой-то рабочий блокнот. Ничего интересного. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Хотя... Прошлого тренера по йоге звали Марко. ;;;;;;;Coaching12;гг почти в  конце блокнота ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Рэйчел  пишет: после месяца работы Марко стал вести себя странно - набросился на клиентку с обвинениями в домогательстве.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Угрожал вызвать полицию. Затем пропал. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Хм.. подозрительно."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Она говорила, что он сторонился коллектива и был в депрессии. ;;;;;;;Coaching6;гг чешет подбородок ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Ты когда-нибудь видел депрессивного йога, Адам?"" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;Coaching13;гг тупит - думает. смотри наверх, чуть приоткрыв рот ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Вот и я не видел."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"2b. ""Очевидно, да?""";;;;;;;Coaching14;гг смотрит на косметичку.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Она все же в курсе того, что затевает Том. ;;;;;;;Coaching15;гг достал батончик ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Она ж его девушка."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Мне не понять, по какому принципу девушки выбирают себе парней. ;;;;;;;Coaching17;гг достал батончик ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Хильда вся такая дерзкая, грубая. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""А Том балбес. И что тебе не понятно?"" ";;;;;;;Coaching19;ГГ достал пачку сиг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""О! Возьми. Умоляю, возьми!"" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Как же давно мы этого не делали."" ";;;;;;;Coaching16;ГГ достает из пачки сигу ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Посмотри на нее.. стройная, красивая, а как пахнет!""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Я бросил. Нет. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Какое же ты упертое тело."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Да ладно тебе. ;;;;;;;Coaching18;гг проводит сигой под носом. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Пахнет приятно, не спорю. Но мы бросили. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""От одной ничего не будет."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Выбор (незначительный, С последствиями на протяжении всей игры) .;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"1. ""Возьми. Уверен, она нам скоро пригодится."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"2. ""Ну и оставайся маменькиным сынком.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;1. Наверное ты прав, от одной ничего не будет. ;;;;;;;Coaching14;гг забирает сигу ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Да! Неужели.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;2. Нет, я на это снова не попадусь. ;;;;;;;Coaching19;гг возвращает сигу в пачку. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Ты об этом еще пожалеешь."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;"2. 
Регалии. Очень мило.";;;;;;;Coaching3;на стенде боксерские перчатки и телефон с заставкой башни - не точь в точька как на открытке. фотки в рамке любые персы. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я когда-то в детстве мечтал стать каратистом. ;;;;;;;Coaching20;гг берет боксерские перчатки ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Каратистам не нужны перчатки. Ты ведь это знаешь?""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Мне Сара нравится. В ней чувствуется стержень. ;;;;;;Звук:  punching_glove;Coaching21;гг ударяет перчатками 🤜🤛;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""О, да. Такой большой, мужской стержень, которым она с легкостью может оттрахать и Тома, и  тебя, и Билли."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Я не осуждаю увлечения других. ;;;;;;;Coaching20;гг кладет перчатки. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Кто вообще оставляет телефоны без присмотра?""";;;;;;;Coaching22;гг берет телефон ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Меня больше беспокоит, почему мы постоянно их трогаем.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Любопытство.""";;;;;;;Coaching23;гг включает экран - на экране похожа эйфелева башня. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""А. Мы нашли того, кто ухаживает за Рэйчел ."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Она француженка?"" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"3. 
Хах, кто-то явно торопился.";;;;;;;Coaching4;один открытый, в нем сумки тома, которые он таскал от тачки и книга та же.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Он скрывает от Тельмы свой ""бизнес"", но оставляет дверь открытой."" ";;;;;;;Coaching24;ГГ подходит к шкафчику - Шкафчик (открытая дверца) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Не думаю, что Тельма сюда заходит. ;;;;;;;Coaching25;гг достает батончик ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Портрет ее повесили вероятно для запугивания."" ";;;;;;;Coaching26;поворачивается на портрет ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Есть такая теория - если повесить портрет того, кого боятся, то.. """;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Прекрати, Том просто торопился. А Тельма.. Она красивая. ;;;;;;;Coaching27;нежно смотрит на портрет ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"4. 
Интересно, у нее есть муж? ";;;;;;;Coaching5;приличный портрет, как она властно сидит в кресле.будто госпожа.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Думаю, если и есть, то он скорее в роли жены."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;В смысле, она по девочкам? ;;;;;;;Coaching28;гг подходит к портрету Тельмы ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""В смысле, у нее слишком крутые яйца."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Ааа.. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Интерактив: Протыкать точки интереса. Выбор без последствий ;;;;;;;;Coaching28;Нажать на портрет. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;Coaching29;из-за портрета вываливаются трусики Рэйчел  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Еще одни?! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Черт. Кто-то всерьез взялся за Рэйчел . ;;;;;;;Coaching30;ГГ поднимает трусики. держит их в руке (любая поза, которая раньше использовалась, когда гг находил трусики) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wiggle;"""Мы сейчас одни. Ты можешь..."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Выбор (незначительный, без последствий.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1. Понюхать трусы Рэйчел . ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2. Ни в коем случае не нюхать. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"1. ""А что в этом такого, да? Интересно же."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
