Грейс ;Тебе стоит подойти ближе, чтоб видеть все в мельчайших подробностях.;;;;;;;MaxPool;ГГ садится где-нибудь недалеко., опускает ноги в бассейн;;;;;;;;;;;;;;;;;;;;
;Так намного больше увидишь.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Грейс, проведи языком от ключицы до самой мочки уха. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Можешь рукой держать ее за волосы, отклоняя голову так, чтоб было тебе максимально удобно. ;;;;;;;ChelseaGraceKiss4;Грейс наклоняет голову Челси за волосы в сторону, ведет языком по шее. ;;;;;;;;;;;;;;;;;;;;
Грейс;Мммм.. Будто мороженое. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Твой язык такой ласковый и горячий. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Его скольжение буквально сводит меня с ума. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Обхвати ее грудь. Сожми. ;;;;;;;ChelseaGraceKiss5;Грейс, не отрываясь от шеи, сжимает грудь. ;;;;;;;;;;;;;;;;;;;;
Челси;Ааах, да. Сильнее. Грейс, сделай так, как он просит, только сильнее. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Твой дерзкий сосок упирается мне в ладонь. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Сними с нее купальник, Грейс. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;И снова сожми, чтоб сосок был виден между твоими пальцами. ;;;;;;;ChelseaGraceKiss6;Челси без верха купальника, сжимает грудь, сосок между ее пальцев. ;;;;;;;;;;;;;;;;;;;;
;Да, отлично. Катай его между ними. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Ммм..Ах, да. Продолжай. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Думаю, что по сухой коже это не так приятно, как если бы было немного влаги. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Ты права. Зажми его между губ. Коснись его языком. ;;;;;;;ChelseaGraceKiss7;(крупный план) Грейс зажимает сосок Челси между губ. ;;;;;;;;;;;;;;;;;;;;
;Да, именно так. А теперь коснись так, чтоб я видел. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Кончиком языка проведи по окружности, а после вбери его полностью в рот.;;;;;;;Chelsea_Grace_Anim1 аним ;Грейс обводит языком окружность соска, вбирает его в рот. Челси запрокинула голову. ;;;;;;;;;;;;;;;;;;;;
Челси;Ты такая нежная, Грейс. Ах.. Так хорошо. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Боюсь, что кончу еще до того, как Макс придумает что-то еще для нас. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Тебе ведь нравится то, что ты видишь? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Да. Мне очень нравится. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Я чувствую твой жар, дорогая. И чувствую твой запах. ;;;;;;;ChelseaGraceKiss8;Грейс целует губы Челси, ставит руку между ног Челси, близко к ее паху. и будто переносит вес свой на руку. ;;;;;;;;;;;;;;;;;;;;
Челси;Я хочу потереться о твою руку. Можно? Или я сойду с ума. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Макс, что скажешь? Ей можно? ;;;;;;;PoolExtra5;Грейс, так же близко к лицу Челси,только смотрит в камер на игрока (типа на макса) ;;;;;;;;;;;;;;;;;;;;
ГГ;"""Ясно, что они практиковали не только поцелуи.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"""Может даже вчера ночью, после того как Грейс вернулась из ванной."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Д-да.. Прижмись к ее руке. Но сделай это сама. ;;;;;;;ChelseaGraceKiss9;Челси прижимается пахом к запястью Грейс. Запрокидывает голову. ;;;;;;;;;;;;;;;;;;;;
;Пусть Грейс не двигается тебе навстречу.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Как жестоко, милый. Мне этого будет мало. Ааах...Ммм.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Ты насквозь промокла, детка. Такая скользкая. ;;;;;;;ChelseaGraceKiss10;Челси приподнимает бедра, прижимаясь к Грейс, сжимает рукой свою грудь. ;;;;;;;;;;;;;;;;;;;;
;Макс, ты ведь представляешь, как это приятно ощущать?;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Девушка так сильно хочет тебя, что готова использовать для удовлетворения любую часть твоего тела. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ ;Сними белье с нее. Коснись ее влажного, горячего места пальцами. ;;;;;;;ChelseaGraceKiss11;Челси уже без белья. ГГ приблизился (т.е. видит происходящее на расстоянии вытянутой руки, если он уже был так близко, то пусть пока стоит на месте). Грейс касается едва клитора. У Челси широко разведены ноги. ;;;;;;;;;;;;;;;;;;;;
;Покажи мне, насколько она мокрая. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Дааа... Грейс, неужели. Даа. Надави на него. Хотя бы чуть чуть. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ ;Нет, Грейс не торопись. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Касайся ее осторожно, ласкай ее медленными и долгими движениями. ;;;;;;;ChelseaGraceKiss12;(крупным планом) Грейс ведет пальцами по клитору Челси. Челси хватает Грейс за плечо, зажмуривается, закусывает губу;;;;;;;;;;;;;;;;;;;;
Челси;Аааахмм.Черт, Грейс. Дай мне больше. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Не останавливайся! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Боже, сильнее, Грейс, детка, сильнее, пожалуйста. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Ты так красива, когда хочешь большего. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Войди в нее, не мучай. ;;;;;;;ChelseaGraceKiss13;Грейс проникает в нее одним пальцем. Челси обнимает Грейс, впивается пальцами в ее спину. ;;;;;;;;;;;;;;;;;;;;
Челси;Боже! Да! Как же приятно. Ааах.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Такая узкая и такая мокрая. Это похоже на безумие. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я бы никогда не переставала так входить в тебя. ;;;;;;;ChelseaGraceKiss14;ГГ следит за происходящим, не отрывая глаз. Его руки сжаты в кулаки ;;;;;;;;;;;;;;;;;;;;
Челси;Еще. Добавь еще один. Я хочу быть наполненной. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Грейс, пожалуйста. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Никогда не прекращай трахать меня своими пальцами. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;PoolExtra6;Грейс отстраняется от Челси (начать движени в бассейн) ;;;;;;;;;;;;;;;;;;;;
Грейс;Я хочу, чтоб ты была на моем языке и на моих пальцах одновременно. ;;;;;;;ChelseaGraceKiss15;Грейс опускается в бассейн между ног Челси, она поворачивается к ГГ (можно тут чуть подправить лицо грейс?);;;;;;;;;;;;;;;;;;;;
Челси;О боже! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Ты ведь не против это увидеть, Макс? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Не против. Делай. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Думаешь, у тебя получится кончить, не прикасаясь к себе? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Смотря, насколько горячо ты будешь лизать ее. ;;;;;;;ChelseaGraceKiss16;Грейс делает длинное движение языком по промежности Челси, ее руки впиваются в ее бедра. Челси касается волос Грейс, притягивая ее сильнее к себе. ;;;;;;;;;;;;;;;;;;;;
Грейс;Твоя горячая влага покрыла мои губы. Ты так заведена. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Твой вкус всегда напоминал мне какой-то кисло сладкий фрукт. Ммм.. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Детка, пожалуйста.. ;;;;;;;Chelsea_Grace_Anim2 аним;Грейс обводит языком клитор, опускается ниже, проникает языком внутрь Челси. ;;;;;;;;;;;;;;;;;;;;
ГГ;"""Я вижу, как она проталкивает свой язык внутрь нее, задевая носиком клитор."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"""Чеерт. Я в самом деле могу кончить только от этого вида."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Там узко даже для моего языка. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Представляю, как быстро кончают мужчины, находясь в тебе. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Когда их член так плотно обхватывают стенки. ;;;;;;;ChelseaGraceKiss17;Грейс накрывает губами клитор Челси, проникает в нее двумя пальцами. Челси сжимает в кулак волосы Грейс.;;;;;;;;;;;;;;;;;;;;
ГГ;Выбери медленный, глубокий и чуть грубый темп. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Не дай ей кончить слишком быстро. ;;;;;;;PoolExtra7;Грейс накрывает губами клитор Челси - вынимает пальцы - Челси сжимает в кулак волосы Грейс.;;;;;;;;;;;;;;;;;;;;
Челси;Грейс! Да! О боже! Даааа! Ааах.. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я чувствую тебя, чувствую, как ты массируешь меня так глубоко. ;;;;;;;ChelseaGraceKiss18;Челси сжала свою грудь. Грейс трахает Челси. ;;;;;;;;;;;;;;;;;;;;
;..такая открытая и податливая. Ммм.. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Все! Я больше не могу! Я-я..Ах. Черт! ;;;;;;;ChelseaGraceKiss19;Грейс вставляет в Челси три пальца. Челси прижимает руку Грейс к себе максимально тесно. ;;;;;;;;;;;;;;;;;;;;
;О Боже мой! Дааааа! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;"""Никогда не видел ничего более красивого."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Ты великолепна, дорогая. ;;;;;;;ChelseaGraceKiss20;Челси наклоняется, целует в губы Грейс. ;;;;;;;;;;;;;;;;;;;;
;Макс, тебе понравилось? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Оооу. Твое тело говорит и без слов. ;;;;;;;PoolExtra8;ГГ стоит голый на краю бассейна ;;;;;;;;;;;;;;;;;;;;
Челси: ;Покажи ей себя настоящего. Плыви к нам. ;;;;;;;GCMax;ГГ ныряет в бассейн (без одежды) ;;;;;;;;;;;;;;;;;;;;
;Ты будешь в восторге, дорогая. Я уверена.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я не сомневаюсь в твоем вкусе. ;;;;;;;GCMax1;ГГ выныривает рядом с Грейс (Челси все так же сидит на бортике, между ее раздвинутых ног Грейс);;;;;;;;;;;;;;;;;;;;
ГГ;Вы такие офигенные. У меня дух захватывает! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Не томи, Макс. Моя милая Грейс тоже хочет получить удовольствие. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Будь щедрым. ;;;;;;;GCMax2;Грейс под водой касается ладонью члена ГГ и смотрит на Челси. ГГ тянет вниз лямку трусиков Грейс.;;;;;;;;;;;;;;;;;;;;
Грейс;Вау. Да, ты была права. Он идеальный. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Мне придется очень постараться, чтоб не кончить раньше тебя. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Постарайся. Или мы больше не пригласим тебя на наши маленькие вечеринки.;;;;;;;GCMax3 аним;Член ГГ между бедер Грейс. Она впивается пальцами в бедра Челси. ;;;;;;;;;;;;;;;;;;;;
ГГ;Хочешь сказать, что будет что-то еще, кроме.. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Я хочу сказать, что это только начало, Макс. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Оох.. Его член такой горячий. Он скользит по моему клитору.;;;;;;;Chelsea_Grace_Anim3;Член гг скользит между бедер Грейс. ГГ сжимает грудь Грейс. ;;;;;;;;;;;;;;;;;;;;
Челси;Тебе нравится, дорогая? Тебе хорошо? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Дааа..Оочень. Он такой твердый. Мммм. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Хочу, чтоб ты вошел, Макс. Я слишком долго возбужденная. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Челси разыграла мой аппетит не на шутку. ;;;;;;;GCMax4;ГГ проникает в Грейс. Челси гладит Грейс по лицу. ;;;;;;;;;;;;;;;;;;;;
;Да! Боже. Как же приятно. И разу так глубоко. Да! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Я обожаю, когда на твоем лице выражение такого удовольствия. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Он так пульсирует во мне,Челси, я чувствую! Ааах. ;;;;;;;GCMax5;Челси целует Грейс, притянув ее лицо ладонями, пока ГГ проникает в Грейс. ;;;;;;;;;;;;;;;;;;;;
;..такой большой. Он наполняет меня изнутри. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Тебе нравится? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Да! Очень нравится. Ты можешь трахать меня, пока я не потеряю сознание. ;;;;;;;PoolExtra9;ГГ целует грейс в плечо ;;;;;;;;;;;;;;;;;;;;
Челси;Не позволяй себе думать, что это лучший секс в твоей жизни.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; Тебя ждет еще слишком много всего, Макс.;;;;;;;GCMax6;Грейс чуть поворачивает лицо в сторону ГГ, гг держит ее за талию под водой, Челси развязывает верх купальника Грейс. ;;;;;;;;;;;;;;;;;;;;
ГГ;Прекрати обещать. Лучше покажи. Мммм. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Нетерпеливый какой. Не все сразу. Да, дорогая? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Да! Но сейчас просто трахай меня в мою тесную, маленькую дырочку. ;;;;;;;Chelsea_Grace_Anim4 аним;Челси ласкает грудь/соски Грейс. ГГ трахает Грейс., удерживая ее за талию под водой. ;;;;;;;;;;;;;;;;;;;;
Челси;Ах, дорогая. Ты так сексуальна. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Видеть, как ты наслаждаешься - снова заводит меня. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я хочу, чтоб ты кончала, не прекращая целовать меня. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Ах.. Макс.. все так напряглось внизу живота..;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я хочу получить все это, хочу, чтоб ты кончил в меня. ;;;;;;;GCMax7;Челси целует Грейс, ГГ кладет руку Грейс на плечо, сильнее толкаясь в нее, он закидывает голову, закрывает глаза. ;;;;;;;;;;;;;;;;;;;;
ГГ;Твои бедра дрожат, ты сжимаешь меня плотнее, как же приятно, ооох! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я..сейчас уже кончу. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;В меня! Не вынимай только. Сделай это в меня быстро и глубоко. ;;;;;;;GCMax8;ГГ кончает в Грейс - на лице его удовольствие. Грейс закатывает глаза от наслаждения во время поцелуя с Челси. Челси прижимает ее лицо ладонями к себе. ;;;;;;;;;;;;;;;;;;;;
ГГ;О, боже! Да! Аааах! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Вы такие красивые оба. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ну что? Возьмем его на наши сексуальные досуги? ;;;;;;;PoolExtra10;Челси и Грейс смотрят друг на друга на чуть больше расстоянии, чем на прежнем статике. и лицо грейс более спокойное, без гримасы удовольствия ;;;;;;;;;;;;;;;;;;;;
;Его член так же хорош в деле, как и на вид? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;О, да. Я думаю, мы сможем осуществить с ним все, о чем так долго мечтали. ;;;;;;;GCMax9;Грейс поворачивает голову к ГГ,  притягивает рукой его за шею, целует. (она к нему все еще спиной) ;;;;;;;;;;;;;;;;;;;;
;Если он, конечно, хочет. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Макс, ты ведь хочешь стать инструментом для наших наслаждений? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Хочешь, чтоб мы вытрясли все твои мужские силы? ;;;;;;;PoolExtra11;Грейс отплывает от гг, челси смотрит на гг, ухмыляется ;;;;;;;;;;;;;;;;;;;;
;Объездили тебя по максимуму? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Спрашиваешь! Конечно хочу. Можем уже сейчас пойти. ;;;;;;;GCMaxPool;Грейс выходит из бассейна. ГГ тоже. (попутно надевают вещи - например, Грейс завязывает лиф) ;;;;;;;;;;;;;;;;;;;;
Грейс;Нет, дорогой. Не сейчас. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Нам нужно будет все подготовить. ;;;;;;Музыка: плавная смена из адалта в посиделки - Музыка: Улица/Холл/Коридор ;GCMaxPool1;Грейс и ГГ садятся рядом с Челси. Челси протягивает им напитки. (ГГ посередине) ;;;;;;;;;;;;;;;;;;;;
;Я заинтригован, что же такого вы там готовите? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Скоро увидишь, точнее почувствуешь. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Просто будь готов к полному раскрепощению. ;;;;;;;PoolExtra12;Челси наклоняется к уху ГГ, шепчет. ;;;;;;;;;;;;;;;;;;;;
ГГ;Оооу. Я уже готов. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Я хочу сидеть на твоем члене и видеть, как ты вылизываешь Грейс. ;;;;;;;PoolExtra13;Лицо гг поплыло в дурацкой улыбке от кайфа ;;;;;;;;;;;;;;;;;;;;
;И пытаешься заставить меня двигаться на тебе, потому что тебя почти обжигает моя горячая киска. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Но не можешь, ведь Грейс жестко обхватила бедрами твое лицо. ;;;;;;;MaxFantasy;ГГ воображает, как он лежит, на нем скачет Челси, Грейс сидит у него на лице. ;;;;;;;;;;;;;;;;;;;;
ГГ;О, Боже... ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"""Это заводит. Я хочу еще, будто бы сейчас в бассейне ничего и не происходило!""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;А я хочу лежать на Челси, сминая ее грудь своей.. ;;;;;;;ChelseaEar;Грейс наклоняется к уху ГГ, шепчет. ;;;;;;;;;;;;;;;;;;;;
;А ты был позади и входил в нас по очереди. Грубо, глубоко и резко. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;И ты бы не смог выбрать, в которой из нас тебе остаться. ;;;;;;;MaxFantasy1;ГГ воображает, как Грейс лежит на Челси (лицом к лицу), ГГ входит в каждую по очереди (член на перепутье хахахаха) ;;;;;;;;;;;;;;;;;;;;
;А мы очень коварно сжимаем свои стенки, стараясь не выпустить тебя. Ммм.. Да. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Если вы продолжите говорить мне о своих фантазиях..;;;;;;;PoolExtra14;Лицо гг поплыло в дурацкой улыбке от кайфа ;;;;;;;;;;;;;;;;;;;;
Челси;Это не фантазии, Макс, это планы. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Если вы продолжите говорить мне о своих планах, думаю, мы пойдем осуществлять их уже сейчас. ;;;;;;;MaxHugs;ГГ обнимает обеих за талию. ;;;;;;;;;;;;;;;;;;;;
Грейс ;Прояви терпение, дорогой. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Я буду очень стараться. Вы только предупредите меня чуть заранее. Хочу быть готов. ;;;;;;;MaxHugs1;Грейс и Челси смотрят на ГГ, улыбаются ;;;;;;;;;;;;;;;;;;;;
;Особенно, если вы запланировали это в вечеринку.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси;Ой. Нет. Сегодня будет только вечеринка. Тем более приезжает Эдвард. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Может Марго устроит предварительный показ коллекции? ;;;;;;;GraceDream;Грейс мечтательно смотрит вверх . Остальные смотрят на нее.;;;;;;;;;;;;;;;;;;;;
Челси;Не думаю. Она, должно быть, сейчас еще дорабатывает ее. Ей не до показа. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Хм.. На вечеринку она тоже не явится? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси ;Не знаю. Хотя особой разницы не будет - с ней или без нее. ;;;;;;;ChelseaSmirk;Челси ухмыляется.;;;;;;;;;;;;;;;;;;;;
Грейс;Не говори так. Это обидно.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси ;Ее ведь здесь нет. Если ты не передашь,она и не узнает. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Почему она тебе так не нравится? ;;;;;;;MaxPerplexity;У ГГ на лице недоумение. Он смотрит на Челси ;;;;;;;;;;;;;;;;;;;;
Челси ;Она мне нравится. Просто она не умеет расслабляться. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;И зачастую портит веселье своим постным лицом. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;А еще Грейс на нее сильно реагирует. И тоже начинает грустить. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Вот! Ты опять! ;;;;;;;GraceDrink;Грейс расстроена, отставляет напиток. ;;;;;;;;;;;;;;;;;;;;
Челси ;Ты просто слишком много значения это придаешь. В этом вся проблема. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Ничего не много! Мне лишь не по себе, когда она грустит. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси ;За что ты так ее любишь? ;;;;;;;ChelseaTilt;Челси наклоняется через ляжки ГГ к Грейс. Грейс хмурится;;;;;;;;;;;;;;;;;;;;
ГГ;Ты ревнуешь? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси ;Нет. Вот еще! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;А выглядит так, будто ревнуешь. ;;;;;;;MaxAwkwardness;У ГГ на лице неловкая улыбка (выглядит примерно так: хмурая Грейс, гг неловко, раздраженная Челси - гг как бы на фоне их конфликта);;;;;;;;;;;;;;;;;;;;
Челси ;Я просто не понимаю, почему? Почему она так цепляет тебя?;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; Сью говорит, что с Марго надо держать ухо востро. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Она добрая, отзывчивая и понимающая. ;;;;;;;PoolExtra15;Грейс недовольно смотрит на челси (все тот же статик, где гг неловко) ;;;;;;;;;;;;;;;;;;;;
;А Сью просто бесится из-за Эда. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси ;Сью? Нет! Просто Марго как обычно предвзята.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Пф.. Наивная. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Кажется, самое главное, что вы есть друг у друга.;;;;;;;MaxAwkwardness1;ГГ примирительно кладет руки им на плечи. (лица Грейс и Челси расслабляются, становятся более дружелюбными) ;;;;;;;;;;;;;;;;;;;;
; И никто другой не должен ссорить вас на таком пустом месте. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси ;Он прав. Давай прекратим спор. Я не хочу, чтоб ты дулась на меня. ;;;;;;;PoolExtra16;тот же статик, только Челси смотрит нежно на Грейс ;;;;;;;;;;;;;;;;;;;;
;И я всего лишь переживаю, что Марго расстроит тебя однажды. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Может даже случайно. ;;;;;;;PoolExtra17;тот же статик, только Грейс отвечает Челси на взгляд - смотрит на нее тоже;;;;;;;;;;;;;;;;;;;;
Грейс;Главное, ты меня не расстраивай. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Лучше расскажите, что за вечеринка? Что будет? ;;;;;;;MaxGC;Все садятся прямо, ГГ смотрит на Грейс. ;;;;;;;;;;;;;;;;;;;;
Грейс;Ох. Это все Тереза затеяла. Она хочет костюмированную вечеринку провести. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Тереза?! Могу себе представить, что она подготовит.  И что за костюмы? ;;;;;;;PoolExtra18;ГГ оч удивлен ;;;;;;;;;;;;;;;;;;;;
Челси ;Только к вечеру станет ясно. ;;;;;;;ChelseaSmile;ГГ смотрит на Челси,она улыбается;;;;;;;;;;;;;;;;;;;;
;Тереза готовит что-то особенное, видимо. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Я думаю, будет очень весело. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Надеюсь, Ракель займет место за барной стойкой, а не Альфред.;;;;;;;PoolExtra19;Грейс пожимает плечами ;;;;;;;;;;;;;;;;;;;;
ГГ;Он плохо готовит напитки? ;;;;;;;GraceAwkwardness;ГГ смотрит на Грейс, которой будто немного неловко - она смотрит вниз ;;;;;;;;;;;;;;;;;;;;
Челси ;Нет, он балансирует алкоголь таким образом, что добираться до веселья приходится долго. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;У Ракель получается сделать веселья без сильного опьянения. ;;;;;;;PoolExtra20;тот же статик, только грейс повернулась к гг ;;;;;;;;;;;;;;;;;;;;
ГГ;Да. Она мастер своего дела. ;;;;;;;MaxSmile;ГГ ухмыляется. ;;;;;;;;;;;;;;;;;;;;
Грейс;Надеюсь, что и Никки присоединится к нам. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси ;Хотелось бы. Она отлично танцует. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ты уже знаком с ней? ;;;;;;;ChelseaHair;Челси смотрит на ГГ, касается кончиками пальцев его волос за ухом;;;;;;;;;;;;;;;;;;;;
ГГ;Как сказать - она явно мягче, чем серьезная Марго. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Но мы толком не успели пообщаться. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Тебе Никки понравится. ;;;;;;;GraceKnee;Грейс кладет руку на колено ГГ, Она смотрит на Челси, улыбается;;;;;;;;;;;;;;;;;;;;
;Она чем-то похожа по натуре на Терезу - такая же веселая и интересная, но гораздо добрее. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси ;Это она с тобой такая. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грейс;Если б ты ей не говорила, что-то вроде - как ты в таком возрасте еще различаешь подиум и не падаешь ...;;;;;;;GraceKnee1;Грейс кладет руку на колено ГГ, Она смотрит на Челси, уже НЕ улыбается, хмурится, закусывает нижнюю губу ;;;;;;;;;;;;;;;;;;;;
;..она бы и к тебе была очень доброй. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси ;Это же была шутка. ;;;;;;;PoolExtra21;Челси закатывает глаза, гг снова фоном растерянный ;;;;;;;;;;;;;;;;;;;;
Грейс;Грубая шутка. На тебя Тереза плохо влияет. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;И все равно, ей хватило ума не обижаться на тебя. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Челси ;Думаешь, она все еще помнит об этом? ;;;;;;;ChelseaTeeth;😬 - типа такого на лице Челси неловкость. ;;;;;;;;;;;;;;;;;;;;
Грейс;Думаю, что помнит. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
